sample_index,sample_id,domain,official_split,role,class_name,class_id,archive_filename,archive_member,relative_path,content_sha256,byte_size
42735,33a661b52ce8e20fc2cda8a4fd81be34a7233caa19322eec3db0b33e7f7dd8d6,sketch,train,anchor_pool,car,17,sketch.cleaned.zip,sketch/car/sketch_062_000068.jpg,sketch/train/car/sketch_062_000068.jpg,7e218f8283532e9b51b32d3cd8c1c3d11c443e24ebd1893c5b605a91e0d6c208,21697
42736,3aecf47b8922daa47c60738873ea9c52d70e8f670066b9584365649117376702,sketch,train,anchor_pool,circle,18,sketch.cleaned.zip,sketch/circle/sketch_072_000044.jpg,sketch/train/circle/sketch_072_000044.jpg,bad35adf551a84f5cec08e6c9d0c694b8e58bf8a73783583127609ca47c435eb,15954
42737,c847cbfeb3dd5f2acf1193ad7557dda1142853f6f79a924e4273523ab6cb68da,sketch,train,anchor_pool,see_saw,72,sketch.cleaned.zip,sketch/see_saw/sketch_257_000366.jpg,sketch/train/see_saw/sketch_257_000366.jpg,65304c52fad0212116c6e8017d9a7b087d3e0b7414ee5fdf8fb11ec25fb85c2f,27688
42738,24b8eaf05943eeebb736319210b3991468a1dfe48b516de85a3d952efdb893fa,sketch,train,anchor_pool,mailbox,47,sketch.cleaned.zip,sketch/mailbox/sketch_179_000073.jpg,sketch/train/mailbox/sketch_179_000073.jpg,eaebd8917987162e38e5bc9cb42996486c1bf76e05a08235775d0cba861c7fb6,63983
42739,143f3bc53408e40e4ae667460426d0bcc35d1d566af8dd452319f0142f47cd1e,sketch,train,anchor_pool,sink,73,sketch.cleaned.zip,sketch/sink/sketch_263_000158.jpg,sketch/train/sink/sketch_263_000158.jpg,cec600c14ec6aaf5ca74951e2a75e3bbb818ac59cadd7cc4a5ef32c03ebf5c75,12697
42740,f690148cd761f4fcf07d864cde7054356fc307a337ef5937e84a7505199f564b,sketch,train,anchor_pool,hockey_stick,37,sketch.cleaned.zip,sketch/hockey_stick/sketch_147_000034.jpg,sketch/train/hockey_stick/sketch_147_000034.jpg,2957c815d30d90d821b7e685d7b7a47c21fddc8eda784396332e0a81d694cf1a,33676
42741,ce4288571b506cffbd0e8aa16346964c2dad8835e724f2922bc4c0486c4b7a1e,sketch,train,anchor_pool,helmet,36,sketch.cleaned.zip,sketch/helmet/sketch_144_000166.jpg,sketch/train/helmet/sketch_144_000166.jpg,679a90ae843c5ac3e35266c13b42fd460212f2253c1c250bfc88025938a74c18,9391
42742,fcc3c06c9645490896eb6c31165e33dd80a86ab0c2bce04ea01fc6cc90d0a7c8,sketch,train,anchor_pool,radio,69,sketch.cleaned.zip,sketch/radio/sketch_238_000157.jpg,sketch/train/radio/sketch_238_000157.jpg,04f69c44719311debb14f11ed8cdd99ce7164bcb13975091d9d83ba8221e0fa3,19142
42743,7aeb2b54438ac8df7594f43e276178daa2863b1c16e774697df2821df8ae9007,sketch,train,anchor_pool,see_saw,72,sketch.cleaned.zip,sketch/see_saw/sketch_257_000219.jpg,sketch/train/see_saw/sketch_257_000219.jpg,6a16a10af0aa6531915f328d9b698cbeef5f0ceb6331517aea6b09db1a18bd4c,27427
42744,6b17f9b576b28828be46275ed5a730f6aea8ee0612ce4b6b9f2d37d6f83b2280,sketch,train,anchor_pool,snowman,75,sketch.cleaned.zip,sketch/snowman/sketch_273_000538.jpg,sketch/train/snowman/sketch_273_000538.jpg,1e1040a0a8d05f0e325bde38a5b779b5baa781171f35ff2a6f6d94a417ebf768,54827
42745,77b45839f4fd591f1e35947c3df0cc46ac50eb0276e64bb2eccdcab05a070222,sketch,train,anchor_pool,wine_bottle,96,sketch.cleaned.zip,sketch/wine_bottle/sketch_340_000224.jpg,sketch/train/wine_bottle/sketch_340_000224.jpg,444a0ab4b494def74bd064d0434466c7b77aac77c46e1d46376421c7ff3b1af4,63391
42746,8967041f104507cfd9506735b877d2e4acba9a7870d2671d4c64d2b2a74e769c,sketch,train,anchor_pool,wine_glass,97,sketch.cleaned.zip,sketch/wine_glass/sketch_341_000210.jpg,sketch/train/wine_glass/sketch_341_000210.jpg,f651a00916358232d6dfe3564cf2c7b33b95875aebf67755f8cf7e5ae8ba0beb,15456
42747,4bdb17c483ece205baec8263c3792288acd42c04a3d433cbb6cd3bcaf240233b,sketch,train,anchor_pool,pickup_truck,63,sketch.cleaned.zip,sketch/pickup_truck/sketch_221_000144.jpg,sketch/train/pickup_truck/sketch_221_000144.jpg,c91570c5c4791487f6921bfa5dd390e896450136a340e6e8ad769e20f11b6c6d,39938
42748,3af38cfbba3261cdd226f44da587f86d53aa59b4ef7ce645b0c9a657b111a7eb,sketch,train,anchor_pool,bench,8,sketch.cleaned.zip,sketch/bench/sketch_029_000286.jpg,sketch/train/bench/sketch_029_000286.jpg,e0e637f4b64516ef2346cd95d10ac0141bd7a317e061fe9a048e8c2643c5cdd1,39991
42749,cf75270c012f4431640610598eb6678578b6c1cbbf2a47863e77132c6f8a4488,sketch,train,anchor_pool,lollipop,46,sketch.cleaned.zip,sketch/lollipop/sketch_178_000033.jpg,sketch/train/lollipop/sketch_178_000033.jpg,c3b42f79e7465341a6bada8dfc582a0da3ea0a8d520a7fdb49a5df527250f924,50352
42750,1a02ec532e33ebfc03d946e45bdc01b8bf536228177262f5ee45919b266ea105,sketch,train,anchor_pool,toaster,85,sketch.cleaned.zip,sketch/toaster/sketch_313_000007.jpg,sketch/train/toaster/sketch_313_000007.jpg,edef97e5d62a7f98e73c6ba25c5e9c49a2beb46e518824416a2d148e46743828,107685
42751,359f60dbe1bfa1f7ae11db3572481c645b4dc17c5db01fdef598d453aaaf30ec,sketch,train,anchor_pool,apple,4,sketch.cleaned.zip,sketch/apple/sketch_009_000026.jpg,sketch/train/apple/sketch_009_000026.jpg,bfc06458b243c1586cf8b42e4edfbb33fd8f832d30846e2b3d4cee16e5908308,60223
42752,abaa2fff6c4200723fd8919f95c02fec4c3896e0414eec559545fa74cf893a38,sketch,train,anchor_pool,The_Mona_Lisa,1,sketch.cleaned.zip,sketch/The_Mona_Lisa/sketch_311_000019.jpg,sketch/train/The_Mona_Lisa/sketch_311_000019.jpg,121f9450ef22ae7f02b52f1521b2917c7a415ae035e74c0cd2964e20da556368,68772
42753,9889ae72813d2dac561d59053c0f45ba4ba63e06466b2f7362d91f6fdaac8ac1,sketch,train,anchor_pool,feather,26,sketch.cleaned.zip,sketch/feather/sketch_111_000263.jpg,sketch/train/feather/sketch_111_000263.jpg,ced1a8a6ea7db646afffffbf36755523a94bb653693d0120497c0a8c74328387,12659
42754,052dcd518bb90a8ff8a923c7d4c46ab229d5cb360a58ab1a6bb25cc33f3a78ae,sketch,train,anchor_pool,stairs,79,sketch.cleaned.zip,sketch/stairs/sketch_283_000337.jpg,sketch/train/stairs/sketch_283_000337.jpg,42d6033b7501303b4d3efe975b31a23896c01504025d508f519f3e01af166c9f,99241
42755,e947dff8353384144ccb3aea93955512a265fa22d50ce9559dab9ba83515fb34,sketch,train,anchor_pool,butterfly,13,sketch.cleaned.zip,sketch/butterfly/sketch_050_000082.jpg,sketch/train/butterfly/sketch_050_000082.jpg,20a091715390a528183beadda33da2f1e20eb7e82033067571a08fa240e45c16,32811
42756,38b03f8b066ab6390fad7f149bdc09b6c7309a8a3216373a9dd1245dbe1b8082,sketch,train,anchor_pool,spider,77,sketch.cleaned.zip,sketch/spider/sketch_277_000149.jpg,sketch/train/spider/sketch_277_000149.jpg,233af06f73171e3a324eebe5d3893fe531289733e67f1136120075d3867e4e55,94681
42757,7c5a4b1d6b677bbece62946334bd3db9c637d44f72238f83de9c5c87cd5ba943,sketch,train,anchor_pool,feather,26,sketch.cleaned.zip,sketch/feather/sketch_111_000068.jpg,sketch/train/feather/sketch_111_000068.jpg,748fed0f8393412f416c289c64133bbf9c5026b8f413691cd52ce3a33f8807ef,53844
42758,d0f2833ea75d4d49a10817f02f698ceaa14a8900e0198aab5ff4aa12a5fcaa68,sketch,train,anchor_pool,suitcase,82,sketch.cleaned.zip,sketch/suitcase/sketch_295_000005.jpg,sketch/train/suitcase/sketch_295_000005.jpg,acf55973f28ae72bfca33f25d074c9fc9b47b1ad727516e472807656f1c2e4ac,45206
42759,9001e23662a4261e6db93437740aea9d1b8f946a8d16b658ecb222f1ba1f8e68,sketch,train,anchor_pool,whale,95,sketch.cleaned.zip,sketch/whale/sketch_337_000270.jpg,sketch/train/whale/sketch_337_000270.jpg,0b54ed35944fa230e37aba69d8cb6e42cd0d74fe5ec3889a486bbbcd5a4dcbf8,10220
42760,8ac83d5a3b94ab2fd24be0ada3b663a47cdd37f131a4f7e316868ccb4805ee8d,sketch,train,anchor_pool,hot_tub,40,sketch.cleaned.zip,sketch/hot_tub/sketch_152_000047.jpg,sketch/train/hot_tub/sketch_152_000047.jpg,f2c07a53205e700a87af8c7687baabc27513447f06315b58e467cbba14d5c525,23260
42761,4f8363d9b39155a43d3fd8810c130c772c2b4b62cf19c9da8809499c93e22374,sketch,train,anchor_pool,sleeping_bag,74,sketch.cleaned.zip,sketch/sleeping_bag/sketch_267_000080.jpg,sketch/train/sleeping_bag/sketch_267_000080.jpg,75bcfa54cc6aadffa650271cdc8c72a14181256cf0f6f12c439ac4e8f68cf539,63710
42762,ba357c82c291c0f301fb21e2b5751e6fbecd4dfd81391cbcbeaa83457e1ab446,sketch,train,anchor_pool,foot,30,sketch.cleaned.zip,sketch/foot/sketch_124_000244.jpg,sketch/train/foot/sketch_124_000244.jpg,664a7524c151046002c09282ad63c9643673b08c10cb5d93db3281455db54597,61094
42763,a302e5d7408cc621f8cee58a04b8a6819d1dd97027315236e47c7582ad2f460a,sketch,train,anchor_pool,dishwasher,20,sketch.cleaned.zip,sketch/dishwasher/sketch_090_000020.jpg,sketch/train/dishwasher/sketch_090_000020.jpg,45448b5c0fd182e324bc7ebfe1e34fc4981b307ff93b485cf7ffdd4a87231b89,55195
42764,d70fb05a06eee00ffdc1af84ce94f526ef325b0fb440b8b4bc30b2531f9c7e3e,sketch,train,anchor_pool,truck,90,sketch.cleaned.zip,sketch/truck/sketch_326_000090.jpg,sketch/train/truck/sketch_326_000090.jpg,e062ea19caf17b4718a3ae7ecdfbc3254ded55841d5bc88d7bdfbdabb6c89c79,54488
42765,c29bc745c526fb8bd9ca301a477c93fcb81036bd2037ef8b3628535285754d2a,sketch,train,anchor_pool,lighthouse,44,sketch.cleaned.zip,sketch/lighthouse/sketch_172_000276.jpg,sketch/train/lighthouse/sketch_172_000276.jpg,b3107fea24f85ea024ef6264e765d58e6bb46d6c184ecc7c14a966c16dbdb323,69121
42766,452e9db183d1fcba0d00fcf3ae1f9f01c1d42065dda05d270ceb64b6da77f09b,sketch,train,anchor_pool,spider,77,sketch.cleaned.zip,sketch/spider/sketch_277_000428.jpg,sketch/train/spider/sketch_277_000428.jpg,34bf55c2b3d1eff024570079fa7c73b64d0a40e59121319c4ac7bcaf825b0b2b,46225
42767,8d83e6403211c0361e1a04672326b3ef89aebf28bb273606e5ed050ddd2dd9b5,sketch,train,anchor_pool,toaster,85,sketch.cleaned.zip,sketch/toaster/sketch_313_000110.jpg,sketch/train/toaster/sketch_313_000110.jpg,2974471c81a506f6795aefd7a3d6407dfebab5e6045e735eb551116293149088,59961
42768,31ba14b2708ad032f4530a245519fcf37aa052402c18d68ba913643e7cd7316d,sketch,train,anchor_pool,The_Eiffel_Tower,0,sketch.cleaned.zip,sketch/The_Eiffel_Tower/sketch_309_000026.jpg,sketch/train/The_Eiffel_Tower/sketch_309_000026.jpg,c5b8db9f2e19d9e59f5fbbb526c16502420d83fca137b196f241131764d8e583,80178
42769,5306b4d69239afe23c7b1809b06279f902f3f9184fce237b9fb90eae09790160,sketch,train,anchor_pool,spider,77,sketch.cleaned.zip,sketch/spider/sketch_277_000587.jpg,sketch/train/spider/sketch_277_000587.jpg,495815b5027644d1d2ed7d4d2785da802299836882d302cb73c82d6644b8e714,22037
42770,e638e11bbd1666fcd8d7955358f7ddb73ef7dbbed3644f2c172bd4a70ca181e5,sketch,train,anchor_pool,penguin,61,sketch.cleaned.zip,sketch/penguin/sketch_219_000163.jpg,sketch/train/penguin/sketch_219_000163.jpg,f6c406c95d42edeecc5ac96ed56d7407c3d5feff664e334936c3f3267c68c6b7,9963
42771,8f75ea221c9e834c2c5254fc71ec7e1ef0f229e31e7fbe259976dd4ab9386b93,sketch,train,anchor_pool,tractor,87,sketch.cleaned.zip,sketch/tractor/sketch_320_000191.jpg,sketch/train/tractor/sketch_320_000191.jpg,0dd0ddb5e32a56f9ebfe808d9570e05ea17c91daad5ccdc9f8af37d13fae5580,45304
42772,1df5847a63395f369b9b8e5638cdef0b11fa2990af2e44c23da9d28a05491cec,sketch,train,anchor_pool,helmet,36,sketch.cleaned.zip,sketch/helmet/sketch_144_000091.jpg,sketch/train/helmet/sketch_144_000091.jpg,b25ee1c10ca954282646a22817cccf4617289ae6659bd0effc591964b557b806,35220
42773,b07a7cdcc31c0e9bb98fa6c1b6e720360482c81bbea0546970ede031825966b6,sketch,train,anchor_pool,snowman,75,sketch.cleaned.zip,sketch/snowman/sketch_273_000383.jpg,sketch/train/snowman/sketch_273_000383.jpg,9b85d9016e2b74e7bbd5b2de9ca64c10828040c7ebf06b1248c54c63832ab697,75523
42774,481b37ca5b42487643f2566b70ea054eb9e170ee344d1f28e1931208daf795a1,sketch,train,anchor_pool,stairs,79,sketch.cleaned.zip,sketch/stairs/sketch_283_000515.jpg,sketch/train/stairs/sketch_283_000515.jpg,a8a5513cf434b9b37d61101194fe6e2835546392f486f9ddf4bbd4c6e4cc6171,36388
42775,c0c7a20e41626e7f7ed5986be517b579b714bf70a6f5270373da89688ae67dc1,sketch,train,anchor_pool,bench,8,sketch.cleaned.zip,sketch/bench/sketch_029_000126.jpg,sketch/train/bench/sketch_029_000126.jpg,43fb33d48e42d3195b72241caec756e8515cbb53456854cc4ee6f32672532caa,27299
42776,ff5ef298adad31a4fbf932df3fc26aad7fb8e69f084a0edc621233cff8728ec2,sketch,train,anchor_pool,penguin,61,sketch.cleaned.zip,sketch/penguin/sketch_219_000142.jpg,sketch/train/penguin/sketch_219_000142.jpg,8d2a6b67b7ebc1db9656b8670f78885d6efe0cbd5ddd8c6ed8b49cc59d3a0ae5,9049
42777,7d1aa0c86c9b051427a17c9b97dece9d32b0218dd5db902f84649f5f5125f0a9,sketch,train,anchor_pool,butterfly,13,sketch.cleaned.zip,sketch/butterfly/sketch_050_000025.jpg,sketch/train/butterfly/sketch_050_000025.jpg,72190ba21a422084a1f33ea7fbe9230ea8bbe8e1f75d85ac3766546646810bef,31386
42778,c9f8ffce663b424c4a82c378fe0fda31ea10677af6659b8a049df4147776c027,sketch,train,anchor_pool,bat,5,sketch.cleaned.zip,sketch/bat/sketch_021_000006.jpg,sketch/train/bat/sketch_021_000006.jpg,09c7a699dfa67c79d4c9cd8324f22ff42532cdf601726c23f9ef956f147adc78,20894
42779,febac645352e8664c9a32a62b75f6896f31f4ffbe04e07bb3cd9776f0be4c492,sketch,train,anchor_pool,bracelet,11,sketch.cleaned.zip,sketch/bracelet/sketch_040_000289.jpg,sketch/train/bracelet/sketch_040_000289.jpg,be3b222d14c000c64c4b3c1058a4729e63496654387d04534aafd50ded034d23,11905
42780,4c345c52978c36b5112f540d9362a5a039f69ae74eee1edee4766f8a031ccd7a,sketch,train,anchor_pool,stairs,79,sketch.cleaned.zip,sketch/stairs/sketch_283_000475.jpg,sketch/train/stairs/sketch_283_000475.jpg,250f21b0475b5f2aa1aacb220078f5c886999230e052adf22073955af9873209,65896
42781,67093621b8f704ed8aa12039ed56e74f14f5ff91375356c2337eb935eb98cff1,sketch,train,anchor_pool,The_Eiffel_Tower,0,sketch.cleaned.zip,sketch/The_Eiffel_Tower/sketch_309_000012.jpg,sketch/train/The_Eiffel_Tower/sketch_309_000012.jpg,87b434a766d46678d88aa294c06dcd177ce92d82198de445b949be3e64e11d50,33411
42782,b9ad10ba43888e800514b3886c4511db3f4186f2bbd2d71b302399bfa5b61778,sketch,train,anchor_pool,snowman,75,sketch.cleaned.zip,sketch/snowman/sketch_273_000152.jpg,sketch/train/snowman/sketch_273_000152.jpg,7ab1ee28d8def8286e4bb85c581f0627a89cb65d3c259310ea7664c7c4cf3b4a,16772
42783,9d09c4b6afde37978bd5057ef7b150f4b3d07e6edc707043a1bf330831a9c666,sketch,train,anchor_pool,flying_saucer,29,sketch.cleaned.zip,sketch/flying_saucer/sketch_123_000083.jpg,sketch/train/flying_saucer/sketch_123_000083.jpg,4010214fd7efa30d259cce6c15354ca4c6a68bfe69dacaaeb4c5d2a8616c4662,11583
42784,0059bfa3732cb657cf13f6453261a337ece9923aeb47b5d5e5e062295ce7366a,sketch,train,anchor_pool,flying_saucer,29,sketch.cleaned.zip,sketch/flying_saucer/sketch_123_000096.jpg,sketch/train/flying_saucer/sketch_123_000096.jpg,ac43217a736f4cec49121834ca8ac93ca27901f6ddc9743b15b28d8ad80c5a89,31918
42785,f3cb72ecbd07bca40b8a0ef79040b20a728da7a9992816e354ec7a3d0d42effe,sketch,train,anchor_pool,sink,73,sketch.cleaned.zip,sketch/sink/sketch_263_000249.jpg,sketch/train/sink/sketch_263_000249.jpg,88defe68d277c12175c72b18f2675a3e86f91bff9ac7c2e87fe0a10993b34890,14631
42786,a3f393631d5cb865d4c8863f524ed1aec32dde5110eb188fceeeebc3b2ea6071,sketch,train,anchor_pool,sleeping_bag,74,sketch.cleaned.zip,sketch/sleeping_bag/sketch_267_000370.jpg,sketch/train/sleeping_bag/sketch_267_000370.jpg,405a684767e2458bc7d126bc965d85a663c0fe7fe789393fbba9cf95d077cdb7,38892
42787,35e6e3c54110c8fcb2f56e37ab9fa6fd2e5ea9b796f33d2c146c678611457197,sketch,train,anchor_pool,zigzag,99,sketch.cleaned.zip,sketch/zigzag/sketch_345_000111.jpg,sketch/train/zigzag/sketch_345_000111.jpg,686c22ef297f042c939b29dc152c787eed1939ee4b448a285e2dbce2b4bbe8f3,39595
42788,42faa5107943cf37b6f896930e1847cfd528a70b187baff48de6d23a62b1d2e3,sketch,train,anchor_pool,sweater,83,sketch.cleaned.zip,sketch/sweater/sketch_298_000083.jpg,sketch/train/sweater/sketch_298_000083.jpg,661255902c11e96c6244af744ebebc90d5b78075a638af82465857ff52252bb1,26719
42789,7118ef944472dbb899770ff5817cedd16e094c78f590d4a68b4e55ddbdad086c,sketch,train,anchor_pool,spider,77,sketch.cleaned.zip,sketch/spider/sketch_277_000104.jpg,sketch/train/spider/sketch_277_000104.jpg,9f13955b8e7be5b5fcc951db9b9baaf5e0e49b623cd858d282b96a496dc84fe0,113885
42790,b5884a1680402619c56c50957e43388152efdd7d39ef737bb2c6636b75b8aa8e,sketch,train,anchor_pool,circle,18,sketch.cleaned.zip,sketch/circle/sketch_072_000055.jpg,sketch/train/circle/sketch_072_000055.jpg,c53989f7e6b2a63e71eff6f0b834b7be3ee69aded32c5ef12f40fddf3efde268,35882
42791,c72d0a5c400331733a629a64eb627bf067f72c62d8a8c678a79c22b00bc72113,sketch,train,anchor_pool,rollerskates,70,sketch.cleaned.zip,sketch/rollerskates/sketch_247_000017.jpg,sketch/train/rollerskates/sketch_247_000017.jpg,514f2c75877f58f513b65d534816fb9bfb9295147094689586d40c5400f85513,93929
42792,e80f26dcc5397e6c41f8760e87ebe23d112b435c90a0abbe75c96f7cf4e99143,sketch,train,anchor_pool,nose,55,sketch.cleaned.zip,sketch/nose/sketch_199_000034.jpg,sketch/train/nose/sketch_199_000034.jpg,0965758f062c4bba723755c9814e08d00dbdd253391814b5e6dcaefd00d237db,45323
42793,e6f39d4ae3447ca50d550a8f43bd979a0f929e1bedf2a600e7a22204bbedf1f9,sketch,train,anchor_pool,feather,26,sketch.cleaned.zip,sketch/feather/sketch_111_000255.jpg,sketch/train/feather/sketch_111_000255.jpg,7e9ff59c18e0d4bc0984ca9b5a4cfb225212e87a25121f773f5579ee8591c1d3,50414
42794,353a993684e1e25c647e032623dd67723fc6bf4b0f3944ea91f94e20f9ff0a18,sketch,train,anchor_pool,pliers,65,sketch.cleaned.zip,sketch/pliers/sketch_227_000008.jpg,sketch/train/pliers/sketch_227_000008.jpg,25b9d0095576b5595c19c532e1f5be65bdfccc54c2137e59c59c8849e7d02cc1,32501
42795,787c991f2b73c5aa041512545ffa3e1b5e541fab873d190148cd8e47c9e3c891,sketch,train,anchor_pool,angel,3,sketch.cleaned.zip,sketch/angel/sketch_005_000288.jpg,sketch/train/angel/sketch_005_000288.jpg,c53a65a82eb1f5ad014dbe37fe36498538457df62593ca6ac4073501a5bc6ea6,76128
42796,fd0a22139614116aee320b06493b918fcd687c36a6be59e1f087f6e09b8f9441,sketch,train,anchor_pool,fire_hydrant,27,sketch.cleaned.zip,sketch/fire_hydrant/sketch_114_000010.jpg,sketch/train/fire_hydrant/sketch_114_000010.jpg,aef4d955386d3d45f000501abcc97b95fb57cf53c3744497b12f2991a3713cc5,32974
42797,e359ebb72174caeff7c645b2f8ef237b7261d188109eda5d91687742ad6958d5,sketch,train,anchor_pool,squirrel,78,sketch.cleaned.zip,sketch/squirrel/sketch_282_000369.jpg,sketch/train/squirrel/sketch_282_000369.jpg,2ff45dfb2580a97c407b60ae1df407a2da94dbc6f44bcd8d9487b273974ae782,77397
42798,6ad6f810cf0ed15075ae6b9b03561e56027e502d25d5f0dca46586a016870f4c,sketch,train,anchor_pool,hot_dog,39,sketch.cleaned.zip,sketch/hot_dog/sketch_151_000064.jpg,sketch/train/hot_dog/sketch_151_000064.jpg,3813e58c5eb46d3800c8f2b58b1411aba21bb3a4a3ae15cd84870d6de61a1dd1,58236
42799,68ba6f1a291ceaa0113559332367626bc5cfb5d989e2190ea30df42c73fb8ef1,sketch,train,anchor_pool,bracelet,11,sketch.cleaned.zip,sketch/bracelet/sketch_040_000207.jpg,sketch/train/bracelet/sketch_040_000207.jpg,b95bc32e21fde9db6f31d83975240735c42ac4afefa8640169bf3409bbaee049,14798
42800,10b7f28b0d22c0a19abe526a59ac05fa397fb42e690ede07896536b41f9b2512,sketch,train,anchor_pool,sink,73,sketch.cleaned.zip,sketch/sink/sketch_263_000287.jpg,sketch/train/sink/sketch_263_000287.jpg,5a357a622091d28321a72deb02a40d55f42ba177669da6b8cb0e0d00d1507083,7562
42801,c3ca6cc919455279219d80c6347d875f481f3e5fbeea1d6c6c0a82a83713f22d,sketch,train,anchor_pool,suitcase,82,sketch.cleaned.zip,sketch/suitcase/sketch_295_000003.jpg,sketch/train/suitcase/sketch_295_000003.jpg,fb185ab63cddf45f0776e5ea835a00821c7aae76fc36e6bddf0aa800134df1b0,41874
42802,038c4d6e1dabcf25d89967bc47cd574ecba2949ec8a91140f2b58e7bc3f2b16d,sketch,train,anchor_pool,headphones,34,sketch.cleaned.zip,sketch/headphones/sketch_141_000079.jpg,sketch/train/headphones/sketch_141_000079.jpg,b550e2a77e90787b18772e20b31e8f227f6be059ea3fea439fa38b778889caed,32459
42803,8a581a9be9fbc4ca041999e9498e065181deafdc7c45493e20a226e1edcd9b52,sketch,train,anchor_pool,angel,3,sketch.cleaned.zip,sketch/angel/sketch_005_000024.jpg,sketch/train/angel/sketch_005_000024.jpg,8b48ad217c32dd6ef24fe7961121eda3936ffddb04866fe3b639311e29fc5a70,69924
42804,2f7728272b4f8aaa6e424e7839337e287744b50a1ef19bf98157b5d56e1dfccb,sketch,train,anchor_pool,bracelet,11,sketch.cleaned.zip,sketch/bracelet/sketch_040_000038.jpg,sketch/train/bracelet/sketch_040_000038.jpg,89afaf99a64fcf60308cb404f7bf1dfe7aab328f10a1a75ca5058119df207d41,19939
42805,a4835697a33444d54f98f6b9a98f34079a534421fc4ad72b012d8df664b8e805,sketch,train,anchor_pool,mountain,52,sketch.cleaned.zip,sketch/mountain/sketch_191_000190.jpg,sketch/train/mountain/sketch_191_000190.jpg,058708de61d2ced7c02ada53a8101c6feb9c82abc3ca1cf2581c039115255254,21684
42806,163d0e1565bff24b3d43197275bc493cb3e8ceef9af659c30d2b44c32e72485d,sketch,train,anchor_pool,lobster,45,sketch.cleaned.zip,sketch/lobster/sketch_177_000062.jpg,sketch/train/lobster/sketch_177_000062.jpg,b382bbd6ea37a1c857b76a73042cd41d52f1b19a87e52726e49ca3e3485ea372,21519
42807,172c1f7004b3851ea9c89a78c899df1d92bf3c71a54b5c99eeaf4dd7b19c2705,sketch,train,anchor_pool,microphone,49,sketch.cleaned.zip,sketch/microphone/sketch_185_000139.jpg,sketch/train/microphone/sketch_185_000139.jpg,de641b65e36a6d02ccf1ea2275ca388960d36e4a9faa71e0cbe075bbe80293ce,21713
42808,574491e1671be3894f15603eaa6d937b8c03b4420fbefc6f67b35beb0112a14b,sketch,train,anchor_pool,wine_bottle,96,sketch.cleaned.zip,sketch/wine_bottle/sketch_340_000173.jpg,sketch/train/wine_bottle/sketch_340_000173.jpg,1aea147036f5ddbf3c6eca4b191de444f94bcc9d68cc8a2a75e4eb660e94ef80,28177
42809,c092fb109572b1d6c7453719fc7b01ce152262ad6baded1cf34a6f5d75a9168a,sketch,train,anchor_pool,sleeping_bag,74,sketch.cleaned.zip,sketch/sleeping_bag/sketch_267_000130.jpg,sketch/train/sleeping_bag/sketch_267_000130.jpg,cf39a500999800c9af0d6cfe14960b6bcc5c54414b3ca6ac0c5b6d63f6b07ef1,32663
42810,432ddecae0bdd704d89bf741f4ffdc31dd0928e1650c6fbc7a260abad7a55e49,sketch,train,anchor_pool,tree,89,sketch.cleaned.zip,sketch/tree/sketch_323_000327.jpg,sketch/train/tree/sketch_323_000327.jpg,9881d868f542594022e6ddc8859eeb2e9523c85ad9cda7cc1236a8def7b9ef8a,76464
42811,979717e2a909b11b027bff83bdfa2448e69dcd67125798f29ca3dba3ee14edc9,sketch,train,anchor_pool,washing_machine,94,sketch.cleaned.zip,sketch/washing_machine/sketch_334_000022.jpg,sketch/train/washing_machine/sketch_334_000022.jpg,ba1e42dedb7e9d9417b4c79d6526bd6a4ef56db3458f72d44e91d3a6f6d2e0df,13100
42812,4f3157ab26fe0c8ed1bd42b3ffb0bd32e64d6199cb778847700a417886d0b7c5,sketch,train,anchor_pool,feather,26,sketch.cleaned.zip,sketch/feather/sketch_111_000294.jpg,sketch/train/feather/sketch_111_000294.jpg,34a9c0800ec9631b00c28bf68c70a34530e6a29931259cd2dad88a36d4316ddd,29492
42813,a4315196f3bd3086173c906c995075d9ae75d334049cdd97ce9b62ef99440755,sketch,train,anchor_pool,mailbox,47,sketch.cleaned.zip,sketch/mailbox/sketch_179_000026.jpg,sketch/train/mailbox/sketch_179_000026.jpg,2053b67326db98424121b1d9b7c90e6a5fe32516e8d70c9810c473f9b363c8b9,82514
42814,d689f33f325ba89c1969a2bc01597d50816f882a72cad64706e31b34be6a2878,sketch,train,anchor_pool,lighthouse,44,sketch.cleaned.zip,sketch/lighthouse/sketch_172_000208.jpg,sketch/train/lighthouse/sketch_172_000208.jpg,2595d42b16bb3c731f7f9b729b2cc7bccfb3ebd6c15c55cae9b7e547566ed456,48978
42815,801c71529e73e74d256d002eb1f0cce2aac31ea21fef022854492daa110638e0,sketch,train,anchor_pool,hourglass,41,sketch.cleaned.zip,sketch/hourglass/sketch_153_000012.jpg,sketch/train/hourglass/sketch_153_000012.jpg,681d16a50f51c0a9c9d1736cf3eea5e74e379308492f94696bbb9f810febd0d3,49614
42816,e8e8befed62c48b3843115e4be9b0c4f5c5abd80149d6d1bb302b1100b984a55,sketch,train,anchor_pool,panda,57,sketch.cleaned.zip,sketch/panda/sketch_209_000072.jpg,sketch/train/panda/sketch_209_000072.jpg,74072d7be40dd5b934d3bdf26992f57a0d331e580d5f975e392eafb0f6d6de92,57139
